NAME,pop,tract_fire_counts,geoid
"Census Tract 1220.02, Santa Cruz County, California",3332,2,06087122002
"Census Tract 1231, Santa Cruz County, California",2864,1,06087123100
"Census Tract 3107.02, Los Angeles County, California",6852,2,06037310702
"Census Tract 4033.21, Los Angeles County, California",6366,1,06037403321
"Census Tract 1132.31, Los Angeles County, California",2424,5,06037113231
"Census Tract 1134.21, Los Angeles County, California",6810,2,06037113421
"Census Tract 71, Ventura County, California",6581,9,06111007100
"Census Tract 71, Fresno County, California",7780,9,06019007100
"Census Tract 71, San Diego County, California",4701,9,06073007100
"Census Tract 72.01, Ventura County, California",3537,127,06111007201
"Census Tract 72.01, Fresno County, California",7974,127,06019007201
"Census Tract 85, Ventura County, California",8429,877,06111008500
"Census Tract 85, San Bernardino County, California",8399,877,06071008500
"Census Tract 9.03, Ventura County, California",5921,776,06111000903
"Census Tract 9.03, Kern County, California",3832,776,06029000903
"Census Tract 9.03, San Bernardino County, California",4541,776,06071000903
"Census Tract 9.03, Butte County, California",6828,776,06007000903
"Census Tract 12.01, Ventura County, California",4919,17,06111001201
"Census Tract 12.01, Orange County, California",5763,17,06059001201
"Census Tract 12.01, Kern County, California",2862,17,06029001201
"Census Tract 12.01, Fresno County, California",5532,17,06019001201
"Census Tract 59.07, Ventura County, California",3549,1,06111005907
"Census Tract 59.07, Fresno County, California",3504,1,06019005907
"Census Tract 61, Ventura County, California",8671,11,06111006100
"Census Tract 61, San Diego County, California",2280,11,06073006100
"Census Tract 61, Kern County, California",8470,11,06029006100
"Census Tract 61, San Bernardino County, California",9444,11,06071006100
"Census Tract 61, Fresno County, California",8019,11,06019006100
"Census Tract 73, Ventura County, California",2083,687,06111007300
"Census Tract 73, Fresno County, California",4467,687,06019007300
"Census Tract 74.02, Ventura County, California",6120,72,06111007402
"Census Tract 74.02, Sacramento County, California",6201,72,06067007402
"Census Tract 83.02, Ventura County, California",5717,505,06111008302
"Census Tract 83.02, San Bernardino County, California",3195,505,06071008302
"Census Tract 83.02, Fresno County, California",7336,505,06019008302
"Census Tract 22, Tuolumne County, California",8403,248,06109002200
"Census Tract 22, Butte County, California",5450,248,06007002200
"Census Tract 22, Stanislaus County, California",6542,248,06099002200
"Census Tract 22, Sacramento County, California",4920,248,06067002200
"Census Tract 22, Kern County, California",5038,248,06029002200
"Census Tract 22, Ventura County, California",6719,248,06111002200
"Census Tract 22, Fresno County, California",3624,248,06019002200
"Census Tract 52.01, Tuolumne County, California",2143,1779,06109005201
"Census Tract 52.01, Kern County, California",4693,1779,06029005201
"Census Tract 52.01, Sacramento County, California",3506,1779,06067005201
"Census Tract 31, Tuolumne County, California",6549,6496,06109003100
"Census Tract 31, Butte County, California",4359,6496,06007003100
"Census Tract 31, Stanislaus County, California",4431,6496,06099003100
"Census Tract 31, Tulare County, California",3502,6496,06107003100
"Census Tract 31, Ventura County, California",14669,6496,06111003100
"Census Tract 51, Tuolumne County, California",8262,98,06109005100
"Census Tract 51, Fresno County, California",7232,98,06019005100
"Census Tract 51, San Diego County, California",6711,98,06073005100
"Census Tract 51, Ventura County, California",3920,98,06111005100
"Census Tract 51, San Bernardino County, California",7545,98,06071005100
"Census Tract 47.01, San Joaquin County, California",2893,20,06077004701
"Census Tract 47.01, Fresno County, California",7471,20,06019004701
"Census Tract 47.01, Kern County, California",11270,20,06029004701
"Census Tract 47.01, Sacramento County, California",3246,20,06067004701
"Census Tract 51.22, San Joaquin County, California",6757,2,06077005122
"Census Tract 48, San Joaquin County, California",5941,234,06077004800
"Census Tract 48, Kern County, California",9743,234,06029004800
"Census Tract 48, San Bernardino County, California",3342,234,06071004800
"Census Tract 48, San Diego County, California",3879,234,06073004800
"Census Tract 49.01, San Joaquin County, California",7762,6,06077004901
"Census Tract 49.01, Kern County, California",5299,6,06029004901
"Census Tract 49.01, Fresno County, California",4004,6,06019004901
"Census Tract 49.01, Ventura County, California",7345,6,06111004901
"Census Tract 4.01, San Joaquin County, California",3164,65,06077000401
"Census Tract 4.01, San Bernardino County, California",6591,65,06071000401
"Census Tract 4.01, Nevada County, California",5689,65,06057000401
"Census Tract 4.01, Amador County, California",4960,65,06005000401
"Census Tract 4.01, Tulare County, California",6188,65,06107000401
"Census Tract 4.01, Butte County, California",3709,65,06007000401
"Census Tract 4.01, Merced County, California",1640,65,06047000401
"Census Tract 38.01, San Joaquin County, California",12565,1,06077003801
"Census Tract 38.01, Tulare County, California",3226,1,06107003801
"Census Tract 38.01, San Bernardino County, California",5011,1,06071003801
"Census Tract 38.01, Ventura County, California",4885,1,06111003801
"Census Tract 38.02, San Joaquin County, California",6916,2,06077003802
"Census Tract 38.02, Tulare County, California",4682,2,06107003802
"Census Tract 38.02, Stanislaus County, California",5513,2,06099003802
"Census Tract 38.02, Ventura County, California",2676,2,06111003802
"Census Tract 38.03, San Joaquin County, California",5979,43,06077003803
"Census Tract 38.03, Kern County, California",7509,43,06029003803
"Census Tract 38.03, Stanislaus County, California",3096,43,06099003803
"Census Tract 38.03, San Bernardino County, California",5075,43,06071003803
"Census Tract 38.03, Fresno County, California",10005,43,06019003803
"Census Tract 40.02, San Joaquin County, California",12168,38,06077004002
"Census Tract 40.02, Fresno County, California",7398,38,06019004002
"Census Tract 207.09, San Diego County, California",8050,3,06073020709
"Census Tract 80.02, San Diego County, California",2944,1,06073008002
"Census Tract 80.02, Ventura County, California",5143,1,06111008002
"Census Tract 80.02, San Bernardino County, California",8471,1,06071008002
"Census Tract 85.03, San Diego County, California",6859,2,06073008503
"Census Tract 89.01, San Diego County, California",5440,14,06073008901
"Census Tract 89.01, San Bernardino County, California",1949,14,06071008901
"Census Tract 99.01, San Diego County, California",809,6,06073009901
"Census Tract 121.01, San Diego County, California",2128,2,06073012101
"Census Tract 121.01, San Bernardino County, California",5564,2,06071012101
"Census Tract 121.01, Shasta County, California",4645,2,06089012101
"Census Tract 200.22, San Diego County, California",7973,1,06073020022
"Census Tract 201.05, San Diego County, California",4044,3,06073020105
"Census Tract 201.05, Placer County, California",1129,3,06061020105
"Census Tract 1538.01, Sonoma County, California",10481,10,06097153801
"Census Tract 1501, Sonoma County, California",2456,127,06097150100
"Census Tract 1532, Sonoma County, California",8621,8,06097153200
"Census Tract 1535.02, Sonoma County, California",4591,1,06097153502
"Census Tract 1537.04, Sonoma County, California",3950,1,06097153704
"Census Tract 1539.01, Sonoma County, California",5144,107,06097153901
"Census Tract 1539.03, Sonoma County, California",4048,2,06097153903
"Census Tract 1541, Sonoma County, California",3845,2540,06097154100
"Census Tract 1321, Marin County, California",1823,2,06041132100
"Census Tract 1011, Marin County, California",2648,536,06041101100
"Census Tract 1011, Santa Cruz County, California",5509,536,06087101100
"Census Tract 2.03, Del Norte County, California",1224,20,06015000203
"Census Tract 2.03, Stanislaus County, California",10327,20,06099000203
"Census Tract 2.03, San Bernardino County, California",4207,20,06071000203
"Census Tract 2.03, Merced County, California",10091,20,06047000203
"Census Tract 2.02, Del Norte County, California",3666,5632,06015000202
"Census Tract 2.02, Butte County, California",3568,5632,06007000202
"Census Tract 2.02, Stanislaus County, California",8058,5632,06099000202
"Census Tract 2.02, Tulare County, California",2522,5632,06107000202
"Census Tract 2.02, Plumas County, California",994,5632,06063000202
"Census Tract 2.02, San Diego County, California",4583,5632,06073000202
"Census Tract 2.02, Madera County, California",6055,5632,06039000202
"Census Tract 2.02, Merced County, California",1933,5632,06047000202
"Census Tract 5.02, Butte County, California",4230,3761,06007000502
"Census Tract 5.02, Madera County, California",10776,3761,06039000502
"Census Tract 5.02, Nevada County, California",4908,3761,06057000502
"Census Tract 5.02, Santa Barbara County, California",6434,3761,06083000502
"Census Tract 5.02, Lake County, California",2366,3761,06033000502
"Census Tract 5.02, Fresno County, California",3544,3761,06019000502
"Census Tract 5.02, Tulare County, California",4321,3761,06107000502
"Census Tract 5.02, Plumas County, California",1719,3761,06063000502
"Census Tract 5.02, San Benito County, California",6975,3761,06069000502
"Census Tract 5.02, Monterey County, California",3919,3761,06053000502
"Census Tract 28, Butte County, California",3969,12,06007002800
"Census Tract 28, Sacramento County, California",3640,12,06067002800
"Census Tract 28, San Joaquin County, California",6115,12,06077002800
"Census Tract 28, Tulare County, California",3491,12,06107002800
"Census Tract 28, Ventura County, California",6652,12,06111002800
"Census Tract 28, Fresno County, California",4500,12,06019002800
"Census Tract 29, Butte County, California",3016,2,06007002900
"Census Tract 29, Sacramento County, California",4586,2,06067002900
"Census Tract 29, Kern County, California",7183,2,06029002900
"Census Tract 17.02, Butte County, California",6491,155,06007001702
"Census Tract 17.02, San Bernardino County, California",5710,155,06071001702
"Census Tract 7, Butte County, California",4482,58,06007000700
"Census Tract 7, Madera County, California",12228,58,06039000700
"Census Tract 7, Sacramento County, California",2604,58,06067000700
"Census Tract 7, Kern County, California",5489,58,06029000700
"Census Tract 7, Tehama County, California",8138,58,06103000700
"Census Tract 7, Humboldt County, California",5230,58,06023000700
"Census Tract 7, Santa Barbara County, California",6907,58,06083000700
"Census Tract 7, San Diego County, California",4593,58,06073000700
"Census Tract 7, San Joaquin County, California",4177,58,06077000700
"Census Tract 7, Fresno County, California",3646,58,06019000700
"Census Tract 524.26, Orange County, California",17985,1609,06059052426
"Census Tract 626.32, Orange County, California",3920,2,06059062632
"Census Tract 320.41, Orange County, California",1042,254,06059032041
"Census Tract 117.11, Orange County, California",7838,1,06059011711
"Census Tract 219.18, Orange County, California",4645,4,06059021918
"Census Tract 501.01, Sutter County, California",6754,5,06101050101
"Census Tract 505.01, Sutter County, California",6474,32,06101050501
